org_id,org_name,concept_id
41714,CA Independent Petroleum Association (CIPA),2480
41715,CA Manufacturers & Technology Assn. PAC,2573
41716,CA New Car Dealers Assn. PAC,2639
41717,CALPAC - CA Medical Association PAC,1725
41723,Faculty Association of CA - CA Community Colleges,5196
41731,International Longshore & Warehouse Union Local 13 PAC,6671
41733,J B D Partnership,6775
41744,Capitol Advisors Group, LLC,3187
41746,Plumbers Local Union No. 78 PAC,9333
41756,Department of Defense,4596
41771,Ensign Services, Inc.,5064
41774,NextEra Energy, Inc.,8484
41799,Tara Toy,11265
41800,Tara Toy Corporation,11265
41803,Fox,5614
41810,Abbott,109
41812,Zwerling, Schachter & Zwerling, LLP,12949
41833,US Navy,12151
41872,Luxottica Group,7564
41880,California Staffing Professional PAC,2921
41906,Franchise Tax Board,5625
41907,Atkinson Andelson,1164
41915,Empire Safety and Supply,5017
41933,Wachtell, Lipton, Rosen and Katz,12539
41935,Salesforce,10051
41940,Wachtell Lipton Rosen & Katz,12539
41951,Munger Tolles & Olson LLP,8162
41971,International Brotherhood of Electrical Workers Local 551 PAC,6646
41989,Seneca Foods,10509
41992,B&B Laundry, Inc.,1274
42000,California State University, Stanislaus,3015
42024,Delta Charter Schools,4561
42050,California Correctional Peace Officers Association, CCPOA,2239
42059,Dart Containers,4480
42063,National Association of Insurance & Financial Advisors,8249
42065,Amway Corporation,791
42071,Pacific Gas & Electric Corporation,8937
42072,Beaumont Electric, Inc.,1368
42076,Rogers, Anderson, Malody, & Scott, LLP,9908
42080,California Metal Coalition PAC,2591
42085,Association of CA Life & Health Insurance Co.,1078
42089,Associated Builders and Contractors PAC of Southern California,1018
42090,Riverside Sheriff's Association Public Education Fund,9869
42102,California Association Sheet Metal and Air Conditioning Contractors National Association,2020
42107,Centene Management Companies, LLC,3341
42108,Concerned Americans for Responsible Government, Sponsored by the California Trucking Association (CARGO PAC),4117
42113,Engineering & Utility Contractors Association PAC DBA United Contractors Association PAC,5051
42116,Local Societies of the California Optometric Association PAC (LSCOA-PAC),7484
42127,Union of American Physicians and Dentists Medical Action Committee Small Contributor Committee,12162
42146,California Association of Professional Scientists CAPS PAC,1979
42148,California Financial Services Association PAC,2383
42149,California Manufacturers & Technology Association PAC (CMTA),8
42150,California Pawnbroker Association PAC,2708
42151,California Statewide Law Enforcement Association PAC (CSLEA),3022
42160,Disability PAC Sponsored by ACLHIC,4686
42162,Elevate Credit Services, LLC,4960
42170,Los Angeles County Professional Peace Officers' Association Small Contributor Committee,7430
42175,National Association of Insurance & Financial Advisors PAC,8255
42189,The Hartford Advocate Fund,11696
42190,United Nurses Associations of California / Union of Health Care Professionals PAC (UNAC PAC),12211
42194,State Coalition of Probation Organization PAC,10997
42199,California Cattleman's Association PAC,2104
42200,Abate of CA,106
42205,California American Water Employee PAC,1828
42206,California Dental PAC (CALDPAC), Small Contributor Committee,2300
42216,Wells Fargo & Co. Employees PAC,12624
42220,California Landscape Contractors Assoc. Land PAC,2520
42229,California Dialysis PAC,2320
42241,T&W Farms,11262
42242,U.S. Health Works,12135
42245,Giumarra Vineyards, Corp,5831
42248,California Pawnbrokers Assoc. PAC,2708
42252,T & W Farms,11262
42254,National Cement Co. of California, Inc,8282
42263,Giumarra Vineyards Corp.,5831
42270,Astra Zeneca,1147
42277,California Assoc. of Professional Liability Insurers PAC,1975
42284,California Cattlemen's Assoc. PAC,2106
42289,Calpi,1740
42300,NFIB-California Safe Trust,8496
42304,Western Electrical Contractors Assoc. Inc.,12686
42311,Scoscheind, Inc.,10435
42319,EDP Renewables North America LLC,4890
42326,California Refuse Removal Council South PAC,2814
42345,Assoc. of California Insurance Companies PAC,1076
42351,California Restaurant Assoc. PAC,2828
42357,Signature Development Company,10646
42360,California Ambulance Assoc. PAC,1820
42361,San Joaquin Bit,10215
42378,Varner Bros.,12389
42380,Laborde Land Co., LLC,7044
42383,California Chamber of Commerce SCC PAC,4
42386,Associated Builders and Contractors, Inc.,1004
42392,Office of Inspector General,8711
42403,Connie M. Leyva for Senate 2018,4136
42410,1202 Salon and Spa,33
42489,Thon, Beck, Vanni, Callahan & Powell,11798
42512,Assn.of CA Life & Health Insurance Companies PAC,1079
42520,CA Association of Community Managers PAC,1898
42522,CA Hospital Assn PAC  Sponsored by CAHHS,2460
42523,CA Professional Firefighters PAC (SCC),2762
42524,CA Retailers Association Good Gov't Council,2833
42527,CalPac CA Medical Association PAC,1726
42528,CAPPS-Independent Coalition of Educators,3202
42536,McCabe & Company,7765
42546,FairPAC  Sponsored by Civil Justice Association of CA,5220
42550,Gest  Inc. #2,5810
42551,Michael Glazer  Ph.D.,7957
42552,Green Technologies,6007
42560,Int'l Brotherhood of Electrical Workers  Local Union 40,6696
42577,Lever  Lippe  Hellie & Rusell,7295
42590,Media Village Development,7817
42603,Paramount Pictures Corporation,9019
42605,Peace Officers Research Association of CA PAC,9097
42609,Pharmacy Professionals of CA Small Contributor Committee Sponsored by CA Society of Health-System Pharmacists,9206
42612,Astrazeneca,1147
42613,U.S. House of Rep.,12139
42614,Professional Engineers in CA Government,9469
42615,Prudential Financial  Inc. State & Federal PAC,9526
42618,RECORDING INDUSTRY ASSOCIATION OF AMERICA PAC,9684
42623,Rozwood  Ben Law Offices of,9940
42625,L.A. Conservation Corps.,7060
42626,CA Food Policy Advocates,2395
42648,American Federation of State, County & Municipal Employees-CA People (AFSCME),21
42652,California Physical Therapy PAC (CA-PT-PAC),2724
42653,California Society of Industrial Medicine & Surgery PAC,2897
42655,California/ Nevada Soft Drink Association PAC,1766
42656,Cargo PAC, California Trucking Association,3234
42659,E&B Natural Resources MGMT Corp.,4812
42660,IBEW Local 47 PAC,6469
42661,JP Morgan Chase & Co. PAC,6868
42662,Macy's / Bloomingdale's,7590
42692,Tech CU,11315
42708,Vietbay TV,12472
42713,Abbott Corporation,109
42716,Forever Beaumore Cosmetics, Inc.,5585
42728,Prime Lending,9441
42739,Calitoday,3120
42751,Symantec,11228
42754,HP Corporation,6407
42770,East West Bank,4854
42773,Transamerica, Inc.,11905
42791,Greenwaste Recovery, Inc.,6009
42795,Hai Hoang Nguyen, M.D. Office,6083
42843,San Jose Conservation Corp.,10238
42846,Sandisk,10151
42864,Philhour and Associates,9217
42883,California State Council of Unite HERE,2957
42886,Consumer Attorneys of California Consumer Protection Fund Small Contributor Committee,17
42890,Dr. Ed Hernandez OD Democrat for Senate 2014,4759
42908,Kazan McClain Satterley & Greenwood A Professional Law Corporation,6913
42915,Office and Professional Employees International Union-J.B. Moss Voice of the Electorate (VOTE),8704
42921,San Jose Fire Fighters Local 230 PAC,10241
42934,VOTE Planned Parenthood Northern California, A Project of Planned Parenthood Northern California Action Fund,12526
42940,Law Enforcement Managers Association,7172
42944,Merck Sharp & Dohme Corporation,7873
42951,Peace Officers Research Association of California PAC, (PORAC PAC) Small Contributor Committee,9099
42954,Plumbers and Pipefitters Local 447 Federal Political Action Fund,9328
42955,Sacramento County Probation Association PAC,9999
42956,Seneca Resources Corporation, West,10512
42959,Union of American Physicians and Dentists Medical Action Committee, Small Contributor Committee,12162
42964,Californians Allied for Patient Protection PAC(CAPP PAC),2616
42975,California Medical Association PAC (CALPC),2582
42975,California Medical Association PAC (CALPC),19
42976,California Mortgage Bankers Association PAC (CAMPAC),2601
42977,California Professional Firefighters PAC, Small Contributor Committee,2764
42980,Enterprise Holdings Inc. Federal PAC,5069
42992,Pepsico Inc. and its affiliated entities,9148
42997,Ramsell Corporation,9631
43000,Meyers, Nave, Riback, Silver & Wilson,7936
43012,Highland Medical, LLC,6262
43014,State Building and Construction Trades Council of California PAC Small Contributor Committee,10993
43023,United Domestic Workers of America Action Fund, Small Contributor Committee,12183
43025,Verizon Corporate Resources Group, LLC,12427
43029,Wells Fargo & Co Employee Federal PAC,12623
43033,Imprenta Communications,6509
43040,Drake's Brewing,4757
43052,American Federation of State, County, and Municipal Employees, AFL-CIO (AFSCME),619
43052,American Federation of State, County, and Municipal Employees, AFL-CIO (AFSCME),21
43070,Cal Fire Local 2881, Small Contributor Committee,2389
43074,California Attorneys, Administrative Law Judges & Hearing Officers in State Employment PAC aka CASE PAC,2025
43075,California Capital & Investment Group, Inc.,2095
43077,California Dermatology Society PAC (CalDERM PAC),2318
43078,California Hospital Association PAC, Sponsored by California Association of Hospitals and Health System,2461
43079,California Physical Therapy (Cal PT) PAC,2721
43081,California Radiological PAC aka CAL RAD PAC,2790
43105,Employers, EIG Services,5022
43106,Engineers & Scientists Of California Local 20, IFPTE Lou Lucivero Legislative Education & Action Program (LEAP) PAC,5048
43114,Signature Development Group,10646
43125,Government Employees Insurance Company (GEICO),5927
43126,Grace & Company, Inc.,5938
43132,HCR ManorCare,6169
43140,California State University, East Bay,3003
43143,Lajones & Associates,7088
43156,Local Societies of the California Optometric Association PAC, Small Contributor Committee,7485
43169,National Association of Insurance & Financial Advisors/California PAC,8256
43185,Chevron Policy Govt. & Public Affiairs,2
43187,California Manufacturers & Technology Association PAC,2573
43187,California Manufacturers & Technology Association PAC,8
43215,California-Nevada Conference of Operating Engineers PAC, Small Contributor Committee,1763
43230,Faculty Association of California, California Community Colleges (FACCC-PAC),5199
43233,Hewlet T. Packard,6248
43235,Xia and Associates,12880
43244,Milpitas Optometric,7973
43246,Match.com,7732
43247,Acorn Campus,173
43267,John G. Rosten,6832
43269,San Jose Fire Fighters, Local 230 PAC,10241
43272,San Jose/Evergreen Faculty Association AFT 6157 COPE,10234
43284,Promise Healthcare,9504
43286,Wells Fargo & Company Employee PAC-Federal,12625
43333,Met Life,7911
43343,A C Public Affairs, Inc.,175
43359,American Federation of State, County, and Municipal Employees, AFL-CIO (MPO) Small Contributor Committee,21
43365,California Orthotic & Prosthetic Association PAC,2693
43366,California Physical Therapy PAC (CAL-PT-PAC),2724
43373,Union of American Physicians and Dentist, Medical Action Committee Small Contributor Committee,12162
43382,California Hospital Association PAC, Sponsored by California Associations of Hospitals and Health Systems (CAHHS),2462
43385,California Medical Association Small Contributor Committee (CALPAC),19
43386,California Mortgage Bankers Association PAC, Sponsored by California Mortgage Bankers Association,2602
43403,Personal Insurance Federation of California Agents and Employees PAC,9173
43415,CA Association of Nurse Anesthesia Practice PAC,1958
43416,CA Dental Political Action Committee,2305
43417,CA Nurses Assn. PAC,2665
43418,CA Real Estate PAC,2794
43419,Metropolitan Theatre Corp.,7920
43420,International Union of Painters And Allied Trades PAC,6688
43424,Los Angeles County Medical Association PAC,7422
43429,State Building & Construction Trades Council of CA,10989
43432,California Teachers Association/Association for Better Citizenship Small Contributor Committee,1
43434,E & B Natural Resources Management Corporation,4810
43442,Wells Fargo & Company Employee PAC - Federal,12625
43446,California State University San Bernardino,3013
43447,Consulting Solutions,4164
43463,Torres Law Group,11859
43477,IBEW595,6467
43484,American Federation of State, County and Municipal Employees Local 2620 PAC,21
43486,Bricklayers & Allied Craftworkers Local No. 3 PAC,1621
43505,Wendel Rosen Black & Dean,12635
43506,Farmers Insurance,5270
43526,Chevron Policy, Government and Public Affairs,3497
43526,Chevron Policy, Government and Public Affairs,2
43528,GDML Holding, Inc.,5756
43536,HNTB Holdings LTD. PAC,6301
43574,Berkshire Group LLC,1415
43580,California State University, Fullerton,3007
43584,Consulting Solutions Group, Inc.,4164
43600,Harris and Associates,6119
43608,Law Offices of Julia Sylva,7185
43617,North Star Alliance,8601
43646,Taxicab Paratransit Association of California  LIFTPAC,11281
43649,UniversityofMoldova.Us, Inc.,12293
43689,United States Postal Service,12225
43714,Corona Police Officers Association PAC,4248
43718,Dentons US, LLP,4593
43730,Hub International Insurance Service Inc.,6415
43754,Pharmaceutical Research and Manufactures Association of America PAC,9195
43756,Prudent Financial, Inc. State & Federal PAC,9523
43759,Rite Aid Headquarters,9837
43778,United Service Automobile Association (USAA),12219
43812,Fresenius Medical Care,5645
43816,McGowan,7784
43859,California Independent Petroleum Association (CIPAC) PAC,2481
43860,California State Association of Electrical Workers PAC,2928
43865,Faculty For Our University's Future, A Committee Sponsored by the California Faculty Association, Small Contributor Committee,5205
43882,Fowler Packing,5613
43883,AT&T, Inc. & its affiliates,1154
43904,Terris Barnes & Walters,11362
43920,Berkshire Hathaway,1416
43923,Radio Bilingue,9614
43924,Pena Disposal,9126
43928,Price Waterhouse Coopers (PWC),9435
43930,R Myles Riner, MD Consulting,9881
43961,Winning Results,12813
43966,St. Georges Spirits,11039
43980,Boxer & Gerson,1583
43995,Kazan Mcclain Satterley & Greenwood,6912
44004,Liberty Mutual Insurance Company Federal PAC,7314
44007,Accredited Surety and Casualty Company, Inc.,154
44011,AFSCME Local 2019 PAC,21
44012,AFSCME Local 3993,21
44013,AFSCME Local 512 PAC,21
44020,American Federation of State, County & Municipal Employees - CA People,21
44021,American Federation of State, County and Municipal Employees Local 2700,21
44033,Youth ALIVE!,12915
44058,Worksafe,12854
44065,Daniel Boggan Jr.,4474
44085,Brightsource Energy, Inc.,1633
44087,TerraVerde Renewable Partners, LLC,11360
44091,California Association of Highway Patrolmen PAC, Small Contributor Committee,1931
44099,California Association of Marriage & Family Therapists,1948
44100,California Association of Professional Scientists (CAPS PAC),1977
44111,Personal Insurance Federation Agents and Employees Small Contributor Committee,9170
44113,California Machinist Non-Partisan Political League,2566
44114,California Mortgage Bankers Assoc. Political Action PAC Two, Sponsored by: California Mortgage Bankers Association,2603
44115,California Nurses Association PAC Small Contributor Committee(CNA PAC),2671
44116,California Park & Recreation Society Candidate PAC,2703
44118,Old Republic Title Company,8737
44119,Primus Power Corporation,9444
44131,California Real Estate PAC (CREPAC) - California Association of Realtors,2796
44134,California Wind Energy Association PAC,3102
44137,Community Economics, Inc.,4050
44161,Committee on Political Education of the California Labor Federation, AFL-CIO,4011
44161,Committee on Political Education of the California Labor Federation, AFL-CIO,14
44164,Close The Gap California,3858
44168,Olson, Hagel & Fishburn, LLP,8741
44191,On Lok,8770
44206,Enterprise Holdings, Inc. Federal PAC,5069
44220,TMobile USA, Inc.,11840
44231,Garaventa Enterprises / S.E.G. Trucking,5728
44240,Ace Beverage Co.,158
44241,Alford Distributing Company,402
44257,California Almond Industry PAC  Sponsored by the Almond Hullers & Processors Association,1817
44275,Farmers Employees and Agents Political Action Committee,5269
44284,Institute for Business & Technology,6585
44287,J S West Milling Co,6891
44289,Knighted Ventures LLC,7000
44292,Advance Beverage,219
44301,Newsom for California - Governor 2018,8470
44304,Pacific Beverage,8916
44313,Doug Ridenour  Sr. For Modesto City Council,4744
44320,Rincon Band of Luiseno Mission Indians of the Rincon Reservation  California,9914
44323,Triangle Distributing Company,11954
44339,Skidmore, Owings & Merrill LLP,10683
44346,Amazon,514
44388,California State University Fresno,3006
44395,U.S. Dept of Housing & Urban Development,12116
44409,Automattic,1217
44419,Paragon Real Estate,9013
44423,Plumpjack,9344
44427,Burke, Williams & Sorensen LLP,1700
44459,PCI Health Dev,9088
44479,Coblentz Patch Duffy & Bass LLP,3938
44506,University of California Riverside,12282
44508,Hewlett-Packard,6247
44519,AHA!,317
44529,Farella, Braun & Martel LLP,5259
44543,ATEL Capital,1161
44561,LinkedIn,7362
44579,DES Architects,4532
44586,Risk Management Solutions,9831
44618,University of California  Hastings College of Law,12275
44624,California Department of Corrections & Rehabilitation,2310
44626,Los Angeles Gay & Lesbian Center,7446
44634,Unity&Variety, Inc.,12251
44645,Pacific Gas & Electric (PG&E),8938
44670,United States Securities & Exchange Commission,12226
44697,AC Public Affairs,175
44725,Adobe Systems, Inc.,206
44745,Tudor Investments,12003
44756,Genentech USA, Inc.,5765
44759,UA Local 246 Plumbers & Pipefitters COPE Committee,12062
44768,Video Game Impact, Inc. an Entertainment Software Assoc. Affiliate,12468
44804,ArtLinked,951
44819,A. Wilsey Properties Company,1239
44833,DreamWorks Animation,4758
44841,Allen & Company,423
44843,California Dept of Corrections and Rehabilitation,2310
44845,PresenceLearning,9426
44861,Link Group,7360
44864,Westfield,12735
44867,23 and Me,47
44873,Wells Fargo Bank, N.A.,12627
44877,Carmel Partners,3246
44882,Fluor,5545
44892,Pure Storage,9563
44903,Marcus & Millichap Company,7668
44908,SempraEnergy,10504
44911,Silver Oaks Cellars,10660
44917,Legislative Intent Service, Inc.,7267
44941,Wilson Farms, Inc.,12795
44949,Back Road Vines,1251
44956,Wilson Farm, Inc.,12795
44979,CA Hospital Association PAC Sponsored by CA Association of Hospitals and Health System,2461
44981,California Association of Psychiatric Technicians, Inc. PAC,1982
44983,California Manufacturers & Technology Association (CMTA) Issues Political Action Committee,8
45000,Dr. Ed Hernandez, O.D.Democrat for Senate 2014,4759
45048,Eagle Vine Vineyards & Golf Club,4808
45057,Northern CA Carpenters Regional Council,8563
45065,Peace Officers Research Association of CA (PORAC PAC),9096
45068,Professional Engineers in California Government (PECG PAC),9471
45071,B&L Properties,1277
45083,CA Allied for Patient Protection PAC,1814
45084,California Association of Dental Plans (PAC),1911
45087,CALIFORNIA POULTRY INDUSTRY FEDERATION-PAC,2743
45099,Newsom For California-Governor 2018,8470
45104,Southern California District Council of Laborers PAC,10841
45116,AP Properties Ltd,888
45140,Manatt, Phelps, Phillips,7643
45152,Kort and Scott Financial,7015
45202,Mega Toys,7847
45207,So. CA Edison,10730
45210,California State LA,2965
45214,Cal State L.A.,2965
45215,Imprenta Communications Group,6509
45217,AADAP  iNC,98
45221,Asian American for Good Gov't PAC,974
45235,Mike Eng for L.A. Community College Board of Trustee 2017,7974
45238,LA County Public Defenders Office,7068
45242,L.A. Superior Court,7152
45243,L.A. County,7064
45245,CA Bank & Trust,2045
45246,Gomez & Furukawa,5897
45262,AES  Inc,251
45275,L.A. City,7057
45281,Int'l Union of Operating Engineers  Local 12,6698
45284,CA Assembly,1854
45285,Garcia  Hernandez  Sawhney & Bermudez,5730
45287,NAC Inc,8194
45288,Pacific Asian Counseling Services,8910
45293,Keesal  Young & Logan,6918
45302,Fred T Korematsu Institute,5636
45305,Magna Systems,7616
45310,CA Chiropractic Association,2148
45323,US Japan Council,12143
45333,Lamar Advertising,7101
45347,Asian American Drug Abuse Program,972
45384,Koreatown Youth & Community Center,7012
45386,Han-Song Group LLC,6099
45391,L.A. County Public Defenders Office,7068
45418,Watson Land Company,12591
45425,Personal Insurance Federation of California Agents & Employees,9172
45440,Mc Dermott Consulting, Inc.,7773
45441,Blanchard Krasner & French,1512
45453,Faculty for our University's Future, a Committee Sponsored by the California Faculty Association SCC,5204
45455,California Farm Bureau Fund to Protect the Family Farm PAC  (FarmPAC),10
45465,Columbia CA Good Government Group,3974
45468,Educational Employees Credit Union,4897
45469,Experian North America, Inc. PAC,5183
45471,GMRI, Inc.,5863
45474,JP Morgan Chase & Co PAC,6868
45492,Service Employees International Union Local 721 CTW CLC State & Local,10538
45500,Wheels Financial Group, LLC DBA Loan Mart,12764
45504,The Eli and Edythe Broad Foundation,11678
45505,CA Chamber of Commerce PAC (ChamberPAC),2117
45508,California Credit Union,2279
45509,California Hotel and Lodging Association PAC,2464
45513,SV Angel,11213
45531,American Federation of State, County & Municipal Employees, AFL-CIO,21
45541,Faculty Association of CA CA Community Colleges,5198
45545,CA Association of Psychiatric Technicians, Inc.,1981
45553,Brad Drexler MD,1597
45558,Epic Insurance,5099
45572,California Nevada Soft Drink Association PAC,2637
45573,Puma Springs Vineyards,9559
45576,American AgCredit,535
45597,Service Now,10544
45604,Garcia, Hernandez, Sawhney & Bermudez, LLP,5730
45635,CA Association of Professional Scientists CAPS PAC,1979
45641,Orrick  Herrington & Sutcliffe LLP CA PAC,8863
45650,A.Wilsey Properties Co.,1239
45651,Mike Eng for LA Community College Board of Trustees 2017,7974
45661,Taylor And Ring, LLP,11284
45665,Albright Yee and Schmit,394
45669,International Realty and Investments,6676
45675,CA Refuse Removal Council South PAC,2814
45676,SCE,10392
45677,California Nurses Association PAC, SCC,2670
45693,FairPAC Sponsored by the Civil Justice Assn. of CA,5221
45701,Gest, Inc. #2,5810
45707,International MAC Construction Inc., DBA MAC,6672
45708,Int'l Brotherhood of Electrical Workers Local Union No. 11 PAC,6697
45722,California Physical Therapy PAC (Cal T P PAC),2726
45726,DGA-PAC, The Political Action Committee of the Directors Guild of America, Inc.,4646
45729,Elevate Credit Service,4960
45730,Faculty Association of CA Community Colleges PAC,5201
45740,Matson Navigation Company, Inc & Subsidiaries,7738
45741,Medical Insurance Exchange of CA,7822
45743,National Assn. of Ins. & Financial Advisors/CA PAC,8246
45748,Professional Engineers in CA Govt. PECG PAC,9475
45751,Solar Energy Industries Association California PAC,10754
45752,Smith Steiner Vanderpool & Wax,10716
45757,The Doctors Co. PAC,11673
45766,All-Pro Bail Bonds Inc,419
45767,Court Call,4337
45769,Apartment Assn. of Greater Los Angeles PAC,857
45770,Pattern Energy Group Inc.,9074
45774,CA Apartment Assn. PAC,1833
45775,CA Assn. of Psychiatric Technicians, Inc.,1981
45777,CA Nurses Assn. PAC, SCC,2670
45778,CA Restaurant Assn. PAC,2828
45779,CA Statewide Law Enforcement Assn CSLEA PAC,3020
45780,CA Veterinary Medical Assn. PAC,3083
45781,CA New Car Dealers Assn.,2638
45794,CA Grocers Association Political Action Committee,2427
45797,Ceres Pipe and Metal,3432
45815,Doug Ridenour, Sr. for Modesto City Council,4744
45820,Enterprise Holdings Inc. Political Action Committee,5071
45824,Farmers Employees & Agents Political Action Committee,5269
45829,San Gabriel Valley  Economic Partnership,10205
45848,Berkshire Hathaway Home Service,1419
45850,All Saints Church,465
45860,Automobile Club of Southern CA,1218
45875,Western Asset Management,12669
45893,Steven Bochco Production,11034
45916,Health Care Partners,6186
45930,Law offices Of Arthur Charchian,7174
45946,Hichoice Healthcare,6255
45966,US Dept of Justice,12117
45979,Calif State Senate,2986
46017,Meyers Nave Riback Silver & Wilson,7936
46034,Deanza Community College,4531
46038,McKenna Long & Aldridge,7791
46087,True Integrity Insurance & Payroll Services Inc.,11986
46088,Citibank,3616
46127,Chrysler LLC,3592
46128,Liuna Local 777,7380
46139,Greene Broillet and Wheeler,5994
46150,mckenna,long & aldridge,llp,7791
46154,Auburn Manor Holding,1183
46182,LA City,7057
46191,California Traffic School Assoc.,3061
46198,Credit Union of Southern California,4367
46200,Earth Tech Inc.,4823
46202,Panish, Shea & Boyle,9004
46220,Greines, Martin, Stein & Richland LLP,6015
46221,L.A. Unified School District,7164
46225,GEO Systems,5801
46252,E&B Natural Resources MGMT. Corp.,4812
46258,AFSCME American Federation of State, County and Municipal Employees, AFL-CIO,21
46262,California Farm Bureau Federation PAC (FARMPAC),2371
46262,California Farm Bureau Federation PAC (FARMPAC),10
46274,California Bankers Association State Political Action Committee- All Purpose Account,2051
46279,CA Mortgage Bankers Assoc. PAC Sponsored by CA Mortgage Bankers Assoc.,2602
46280,Chevron Corporation Policy, Government and Public Affairs,3497
46280,Chevron Corporation Policy, Government and Public Affairs,2
46283,Californians Allied forPatient Protection Political Action Committee,2617
46290,California Association of Psychiatric Technicians, Inc. Political Action Fund,1983
46299,Personal Insurance Federation of CA Agents & Employees,9172
46302,CA Avocado Commission,2041
46308,California Cable & Telecommunications ASSN, PAC,2088
46309,Land O'Lakes State Political Action Committee,7120
46310,Howard Jarvis Taxpayer Association Small Contributor Committee,6404
46310,Howard Jarvis Taxpayer Association Small Contributor Committee,9
46317,Best Efforts,1428
46326,Best Effort,1428
46342,Assoc. of CA State Supervisors PAC,1089
46359,CA Financial Services Assn PAC,2383
46360,CA Nurses Assn PAC (CNA PAC)- SCC,2667
46365,CA Orthotic & Prosthetic Assn PAC,2693
46367,Nat'l Assn of Insurance & Financial Advisors CA PAC,8396
46368,Los Angeles Turf Club, Inc. and its Affiliated Entity, Pacific Racing Assn,7464
46373,Southwest Airlines Company,10890
46374,CA Hotel & Lodging Assn PAC,2464
46376,CA Fresh Fruit Assn PAC (FRUITPAC),2407
46382,Agricultural Council of CA PAC,306
46384,Thoroughbred Owners of CA PAC,11801
46386,Pepsico Incorporated & Affiliated Entities,9149
46389,Diageo North America, Inc.,4651
46397,San Francisco Assn of Realtors,10153
46401,CA Assn of Highway Patrolmen PAC - SCC,1930
46402,Elements Behavioral Health, including Promises Treatment Centers,4957
46408,Steven Ma / ThinkTank Learning, Inc.,11035
46409,CA Assn of Winegrape Growers State PAC,2017
46411,Construction Employers Association (CEA) PAC,4153
46422,ccpoa, pac,3315
46424,Engineering Contractors Assoc PAC,5054
46427,De Anza Building & Maintenance,4529
46445,Owner,8891
46447,Farmer,5263
46469,California Dept of Justice,2314
46471,ret,9782
46507,Mira Costa College,8002
46524,California Dental Political Action Committee - Small Contributor (CalDPAC),2307
46531,Irving Lebovics D.D.S,6725
46534,Recording Industry Association of America Inc. PAC,9684
46539,Walgreens Corporation,12546
46548,John. M. Gerro, Attorney at Law,6835
46549,MacCarley and Rosen, PLC,7581
46552,L.A. Injury Group,7086
46567,MacCarley & Rosen, PLC,7581
46569,California Nevada Beverage Assn. PAC,2632
46575,AstraZeneca Services,1149
46593,Tesoro,11367
46610,JP Morgan,6862
46627,Valley Vista Service,12374
46669,Experian North America, Inc. Federal PAC,5182
46674,Koch Industries Inc.,7002
46677,Genesis HealthCare LLC,5779
46681,California Banker Association State PAC,2050
46703,Law Office of Eric Y. Nishizawa,7181
46706,Farmers Group Inc. Employees and Agents PAC - SCC,5267
46715,AIG,327
46727,Chevron Corporation and its subsidiaries/affliates,2
46745,California Resource Corporation Services, LLC,2825
46749,Bank of America State & Federal PAC,1287
46783,CA Teamsters Public Affairs Council,3043
46788,Legal Aid Society of San Diego,7259
46813,Los Angeles Turf Club, Inc. & its Affiliated Entity, Pacific Racing Assn,7464
46822,Takeda Pharmaceuticals USA, Inc. & Affiliates,11250
46824,Care1st Health Plan,3217
46826,Boy Scouts of America,1593
46829,California State University San Marcos,3014
46834,Building Owners & Managers Assn Of CA PAC,1693
46841,CA Medical Assn PAC (CALPAC),2581
46846,US Dept. of Justice,12117
46866,Western Propane Gas Assoc PAC,12719
46879,Philip Morris USA (Altria),9224
46891,Ranjeet Bajwa OD,9648
46895,Cal. Apartment Assoc. PAC,1833
46896,Cal. Assoc. of Health Underwriters PAC,1927
46898,Cal. Restaurant Association PAC,2828
46903,Geico - Government Employees Insurance Co.,5758
46917,Orbach Huff Suarez & Henderson LLP,8846
46927,Southern California Pipe Trades District Council #16 PAC,10851
46928,Aecom US Federal PAC,255
46944,Management & Professional Employee Association MAPA PAC-AFSCME Local 1001,7639
46945,Mexican American Bar Association, PAC,7928
46960,Green DiamondResource Company,5990
46964,Anschutz Entertainment Group, Inc.,829
46975,Plumbers Local Union No. 78 PAC Fund,9334
46977,American Beverage Association California PAC,559
46980,Alta Med Health Services,485
46983,IWP,6743
46991,A.F.S.C.M.E. Local 3634,290
46995,The Coca Cola Company,11660
46999,California Association of Professional Employees PAC,1973
47007,North Star Alliances,8601
47016,California Fresh Fruit Association PAC,2406
47041,Oportun Inc.,8790
47054,Cadence Design Systems,1734
47070,CA. Park & Recreation Society Candidate Pac.,2703
47076,Chamber PAC SCC,3450
47116,Anheuser & Busch,820
47119,CA Refuse Recycling Council North PAC,2810
47133,Law Office of Valerie McGinty,7196
47134,McKesson Corp.,7793
47138,Northern CA Carpenters Regional Council SCC,8564
47154,Verizon Communications Inc. Good Gov't Club - California,12426
47155,CA Gambling Control Commission,2412
47168,Rincon Band of Luiseno Mission Indians of the Rincon Reservation, CA,9914
47170,Newport National,8467
47171,Morrissey Construction Company,8099
47177,CA West Communities,3097
47181,Morrissey Construction,8099
47212,Ryan Companies,9969
47214,Mastercraft Homes Group, LLC,7727
47224,Indus,6546
47234,Catalyst,3285
47241,Qualcomm Incorporated,9584
47244,Rose Klein & Marias LLP,9927
47304,Hill Company,6269
47316,Desert Sands USD,4625
47325,United Nurses Association of California/Union of Health Care Professionals PAC (UNAC PAC),12211
47337,M.E. Fox & Company, Inc.,7845
47339,San Disk,10151
